,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Amount,Source
4366,Legal,Team2,Cost Effective,Senior Manager,9,2.476190476,Actuals
4367,Legal,Team2,High Cost,Senior Manager,9,41.61904762,Actuals
4470,CIO,,High Cost,Consultant,9,19.90914286,Actuals
4472,FINANCE,Team1,Cost Effective,Consultant,9,44.05714286,Actuals
4473,FINANCE,Team1,High Cost,Consultant,9,16.73409524,Actuals
4474,FINANCE,Team1,Cost Effective,Consultant,9,25.14285714,Actuals
4475,FINANCE,Team1,High Cost,Consultant,9,9.642857143,Actuals
4476,FINANCE,Team1,Cost Effective,Consultant,9,2.857142857,Actuals
4477,FINANCE,Team1,High Cost,Consultant,9,2.476190476,Actuals
4478,FINANCE,Team2,Cost Effective,Consultant,9,9.904761905,Actuals
4479,FINANCE,Team2,High Cost,Consultant,9,0.19047619,Actuals
4480,FINANCE,Team2,Cost Effective,Consultant,9,16.57142857,Actuals
4481,FINANCE,Team2,High Cost,Consultant,9,8.19047619,Actuals
4482,FINANCE,Team2,Cost Effective,Consultant,9,4,Actuals
4483,FINANCE,Team2,High Cost,Consultant,9,7.961904762,Actuals
4493,Human Resources,Team1,Cost Effective,Consultant,9,2.285714286,Actuals
4494,Human Resources,Team1,High Cost,Consultant,9,5.69047619,Actuals
4495,Human Resources,Team1,High Cost,Consultant,9,0.19047619,Actuals
4496,Human Resources,Team1,Cost Effective,Consultant,9,11.42857143,Actuals
4497,Human Resources,Team1,High Cost,Consultant,9,11.6007619,Actuals
4498,Human Resources,Team2,Cost Effective,Consultant,9,0.19047619,Actuals
4499,Human Resources,Team2,Cost Effective,Consultant,9,57.54285714,Actuals
4500,Human Resources,Team2,High Cost,Consultant,9,76.54209524,Actuals
4501,Human Resources,Team2,Cost Effective,Consultant,9,0.571428571,Actuals
4502,Human Resources,Team2,High Cost,Consultant,9,0.380952381,Actuals
4505,Legal,Team2,Cost Effective,Consultant,9,0.571428571,Actuals
4506,Legal,Team2,High Cost,Consultant,9,0.380952381,Actuals
4507,Legal,Team2,Cost Effective,Consultant,9,0.761904762,Actuals
4508,Legal,Team2,High Cost,Consultant,9,1.904761905,Actuals
4509,Legal,Team2,High Cost,Consultant,9,0.571428571,Actuals
4510,Legal,Team2,Cost Effective,Consultant,9,0.380952381,Actuals
4511,Legal,Team2,High Cost,Consultant,9,0.380952381,Actuals
4512,Legal,Team2,Cost Effective,Consultant,9,35.68571429,Actuals
4513,Legal,Team2,High Cost,Consultant,9,0.19047619,Actuals
4514,Legal,Team2,High Cost,Consultant,9,0.571428571,Actuals
4515,Legal,Team2,High Cost,Consultant,9,0.19047619,Actuals
4516,Legal,Team2,High Cost,Consultant,9,0.380952381,Actuals
4517,Legal,Team2,Cost Effective,Consultant,9,4.952380952,Actuals
4518,Legal,Team2,High Cost,Consultant,9,40.70952381,Actuals
4661,CIO,,High Cost,Analyst,10,8.761904762,Actuals
4662,FINANCE,Team1,Cost Effective,Analyst,10,109.8809524,Actuals
4663,FINANCE,Team1,High Cost,Analyst,10,14.77142857,Actuals
4664,FINANCE,Team1,Cost Effective,Analyst,10,27.33333333,Actuals
4665,FINANCE,Team1,High Cost,Analyst,10,1.523809524,Actuals
4666,FINANCE,Team1,Cost Effective,Analyst,10,1.333333333,Actuals
4667,FINANCE,Team1,High Cost,Analyst,10,1.142857143,Actuals
4668,FINANCE,Team2,Cost Effective,Analyst,10,5.142857143,Actuals
4669,FINANCE,Team2,Cost Effective,Analyst,10,37.14285714,Actuals
4670,FINANCE,Team2,High Cost,Analyst,10,4.838095238,Actuals
4671,FINANCE,Team2,Cost Effective,Analyst,10,3.047619048,Actuals
4672,FINANCE,Team2,High Cost,Analyst,10,3.047619048,Actuals
4680,Human Resources,Team1,Cost Effective,Analyst,10,0.19047619,Actuals
4681,Human Resources,Team1,High Cost,Analyst,10,0.19047619,Actuals
4682,Human Resources,Team1,Cost Effective,Analyst,10,3.619047619,Actuals
4683,Human Resources,Team1,High Cost,Analyst,10,1.714285714,Actuals
4684,Human Resources,Team2,Cost Effective,Analyst,10,113.2095238,Actuals
4685,Human Resources,Team2,High Cost,Analyst,10,69.41352381,Actuals
4688,Legal,Team2,Cost Effective,Analyst,10,0.380952381,Actuals
4689,Legal,Team2,High Cost,Analyst,10,0.19047619,Actuals
4690,Legal,Team2,Cost Effective,Analyst,10,0.19047619,Actuals
4691,Legal,Team2,High Cost,Analyst,10,0.380952381,Actuals
4692,Legal,Team2,Cost Effective,Analyst,10,1.714285714,Actuals
4693,Legal,Team2,Cost Effective,Analyst,10,59.9072381,Actuals
4694,Legal,Team2,High Cost,Analyst,10,0.952380952,Actuals
4695,Legal,Team2,Cost Effective,Analyst,10,2.285714286,Actuals
4696,Legal,Team2,High Cost,Analyst,10,12.11428571,Actuals
4762,CIO,,High Cost,Associate,10,2.285714286,Actuals
4763,FINANCE,Team1,Cost Effective,Associate,10,18.85714286,Actuals
4764,FINANCE,Team1,High Cost,Associate,10,0.369142857,Actuals
4765,FINANCE,Team1,Cost Effective,Associate,10,2.857142857,Actuals
4766,FINANCE,Team2,Cost Effective,Associate,10,32.33333333,Actuals
4767,FINANCE,Team2,High Cost,Associate,10,1.447619048,Actuals
4768,FINANCE,Team2,Cost Effective,Associate,10,0.19047619,Actuals
4769,FINANCE,Team2,High Cost,Associate,10,0.19047619,Actuals
4773,Human Resources,Team2,Cost Effective,Associate,10,29.97619048,Actuals
4774,Human Resources,Team2,High Cost,Associate,10,9.90952381,Actuals
4777,Legal,Team2,Cost Effective,Associate,10,1.142857143,Actuals
4778,Legal,Team2,Cost Effective,Associate,10,9.714285714,Actuals
4779,Legal,Team2,High Cost,Associate,10,0.571428571,Actuals
4807,CIO,,High Cost,Senior Manager,10,3.39047619,Actuals
4809,FINANCE,Team1,Cost Effective,Senior Manager,10,0.571428571,Actuals
4810,FINANCE,Team1,High Cost,Senior Manager,10,1.142857143,Actuals
4811,FINANCE,Team1,Cost Effective,Senior Manager,10,1.142857143,Actuals
4812,FINANCE,Team1,High Cost,Senior Manager,10,1.714285714,Actuals
4813,FINANCE,Team1,High Cost,Senior Manager,10,0.571428571,Actuals
4814,FINANCE,Team2,Cost Effective,Senior Manager,10,0.571428571,Actuals
4815,FINANCE,Team2,High Cost,Senior Manager,10,2.285714286,Actuals
4816,FINANCE,Team2,Cost Effective,Senior Manager,10,0.571428571,Actuals
4817,FINANCE,Team2,High Cost,Senior Manager,10,1.257142857,Actuals
4818,FINANCE,Team2,High Cost,Senior Manager,10,3.238095238,Actuals
4829,Human Resources,Team1,Cost Effective,Senior Manager,10,0.380952381,Actuals
4830,Human Resources,Team1,High Cost,Senior Manager,10,5.876952381,Actuals
4831,Human Resources,Team1,Cost Effective,Senior Manager,10,0.380952381,Actuals
4832,Human Resources,Team1,High Cost,Senior Manager,10,4.895238095,Actuals
4833,Human Resources,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4834,Human Resources,Team2,Cost Effective,Senior Manager,10,3.404761905,Actuals
4835,Human Resources,Team2,High Cost,Senior Manager,10,4.952380952,Actuals
4836,Human Resources,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4838,Legal,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4839,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Actuals
4840,Legal,Team2,High Cost,Senior Manager,10,1.333333333,Actuals
4841,Legal,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4842,Legal,Team2,High Cost,Senior Manager,10,0.380952381,Actuals
4843,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Actuals
4844,Legal,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4845,Legal,Team2,High Cost,Senior Manager,10,0.761904762,Actuals
4846,Legal,Team2,High Cost,Senior Manager,10,0.761904762,Actuals
4847,Legal,Team2,High Cost,Senior Manager,10,0.342857143,Actuals
4848,Legal,Team2,Cost Effective,Senior Manager,10,0.380952381,Actuals
4849,Legal,Team2,High Cost,Senior Manager,10,4.380952381,Actuals
4868,CIO,,Cost Effective,Senior Manager,10,0.380952381,Actuals
4869,CIO,,High Cost,Senior Manager,10,23.76190476,Actuals
4873,FINANCE,Team1,Cost Effective,Senior Manager,10,5.142857143,Actuals
4874,FINANCE,Team1,High Cost,Senior Manager,10,12.3047619,Actuals
4875,FINANCE,Team1,Cost Effective,Senior Manager,10,5.333333333,Actuals
4876,FINANCE,Team1,High Cost,Senior Manager,10,10.59047619,Actuals
4877,FINANCE,Team1,Cost Effective,Senior Manager,10,0.952380952,Actuals
4878,FINANCE,Team1,High Cost,Senior Manager,10,3.80952381,Actuals
4879,FINANCE,Team2,Cost Effective,Senior Manager,10,2.666666667,Actuals
4880,FINANCE,Team2,High Cost,Senior Manager,10,13.5047619,Actuals
4881,FINANCE,Team2,Cost Effective,Senior Manager,10,3.619047619,Actuals
4882,FINANCE,Team2,High Cost,Senior Manager,10,6.266666667,Actuals
4883,FINANCE,Team2,Cost Effective,Senior Manager,10,1.523809524,Actuals
4884,FINANCE,Team2,High Cost,Senior Manager,10,12.22857143,Actuals
4895,Human Resources,Team1,Cost Effective,Senior Manager,10,1.142857143,Actuals
4896,Human Resources,Team1,High Cost,Senior Manager,10,13.24761905,Actuals
4897,Human Resources,Team1,Cost Effective,Senior Manager,10,2.857142857,Actuals
4898,Human Resources,Team1,High Cost,Senior Manager,10,21.23809524,Actuals
4899,Human Resources,Team2,Cost Effective,Senior Manager,10,0.19047619,Actuals
4900,Human Resources,Team2,High Cost,Senior Manager,10,0.361904762,Actuals
4901,Human Resources,Team2,Cost Effective,Senior Manager,10,15.83333333,Actuals
4902,Human Resources,Team2,High Cost,Senior Manager,10,25.0952381,Actuals
4903,Human Resources,Team2,High Cost,Senior Manager,10,0.571428571,Actuals
4906,Legal,Team2,High Cost,Senior Manager,10,0.19047619,Actuals
4907,Legal,Team2,Cost Effective,Senior Manager,10,3.428571429,Actuals
4908,Legal,Team2,High Cost,Senior Manager,10,12.20952381,Actuals
4909,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Actuals
4910,Legal,Team2,High Cost,Senior Manager,10,2.666666667,Actuals
4911,Legal,Team2,High Cost,Senior Manager,10,0.723809524,Actuals
4912,Legal,Team2,Cost Effective,Senior Manager,10,2.476190476,Actuals
4913,Legal,Team2,High Cost,Senior Manager,10,1.333333333,Actuals
4914,Legal,Team2,Cost Effective,Senior Manager,10,0.19047619,Actuals
4915,Legal,Team2,High Cost,Senior Manager,10,1.142857143,Actuals
4916,Legal,Team2,Cost Effective,Senior Manager,10,0.571428571,Actuals
4917,Legal,Team2,High Cost,Senior Manager,10,2.666666667,Actuals
4918,Legal,Team2,Cost Effective,Senior Manager,10,2.476190476,Actuals
4919,Legal,Team2,High Cost,Senior Manager,10,43.2952381,Actuals
5021,CIO,,High Cost,Consultant,10,20.7472381,Actuals
5023,FINANCE,Team1,Cost Effective,Consultant,10,43.1047619,Actuals
5024,FINANCE,Team1,High Cost,Consultant,10,15.30552381,Actuals
5025,FINANCE,Team1,Cost Effective,Consultant,10,24.76190476,Actuals
5026,FINANCE,Team1,High Cost,Consultant,10,9.261904762,Actuals
5027,FINANCE,Team1,Cost Effective,Consultant,10,2.095238095,Actuals
5028,FINANCE,Team1,High Cost,Consultant,10,1.904761905,Actuals
5029,FINANCE,Team2,Cost Effective,Consultant,10,10.47619048,Actuals
5030,FINANCE,Team2,High Cost,Consultant,10,0.19047619,Actuals
5031,FINANCE,Team2,Cost Effective,Consultant,10,16.57142857,Actuals
5032,FINANCE,Team2,High Cost,Consultant,10,8.761904762,Actuals
5033,FINANCE,Team2,Cost Effective,Consultant,10,4.380952381,Actuals
5034,FINANCE,Team2,High Cost,Consultant,10,7.580952381,Actuals
5044,Human Resources,Team1,Cost Effective,Consultant,10,2.476190476,Actuals
5045,Human Resources,Team1,High Cost,Consultant,10,5.119047619,Actuals
5046,Human Resources,Team1,High Cost,Consultant,10,0.19047619,Actuals
5047,Human Resources,Team1,Cost Effective,Consultant,10,11.42857143,Actuals
5048,Human Resources,Team1,High Cost,Consultant,10,10.64838095,Actuals
5049,Human Resources,Team2,Cost Effective,Consultant,10,0.380952381,Actuals
5050,Human Resources,Team2,Cost Effective,Consultant,10,59.66190476,Actuals
5051,Human Resources,Team2,High Cost,Consultant,10,75.87066667,Actuals
5052,Human Resources,Team2,Cost Effective,Consultant,10,0.761904762,Actuals
5053,Human Resources,Team2,High Cost,Consultant,10,0.380952381,Actuals
5056,Legal,Team2,Cost Effective,Consultant,10,0.380952381,Actuals
5057,Legal,Team2,High Cost,Consultant,10,0.380952381,Actuals
5058,Legal,Team2,Cost Effective,Consultant,10,0.761904762,Actuals
5059,Legal,Team2,High Cost,Consultant,10,1.904761905,Actuals
5060,Legal,Team2,High Cost,Consultant,10,0.571428571,Actuals
5061,Legal,Team2,Cost Effective,Consultant,10,0.380952381,Actuals
5062,Legal,Team2,High Cost,Consultant,10,0.571428571,Actuals
5063,Legal,Team2,Cost Effective,Consultant,10,34.66190476,Actuals
5064,Legal,Team2,High Cost,Consultant,10,0.19047619,Actuals
5065,Legal,Team2,High Cost,Consultant,10,0.761904762,Actuals
5066,Legal,Team2,High Cost,Consultant,10,0.19047619,Actuals
5067,Legal,Team2,High Cost,Consultant,10,0.380952381,Actuals
5068,Legal,Team2,Cost Effective,Consultant,10,4.761904762,Actuals
5069,Legal,Team2,High Cost,Consultant,10,39.18571429,Actuals
5212,CIO,,High Cost,Analyst,11,8.380952381,Actuals
5213,FINANCE,Team1,Cost Effective,Analyst,11,110.2619048,Actuals
5214,FINANCE,Team1,High Cost,Analyst,11,14.39047619,Actuals
5215,FINANCE,Team1,Cost Effective,Analyst,11,27.71428571,Actuals
5216,FINANCE,Team1,High Cost,Analyst,11,1.714285714,Actuals
5217,FINANCE,Team1,Cost Effective,Analyst,11,1.714285714,Actuals
5218,FINANCE,Team1,High Cost,Analyst,11,1.142857143,Actuals
5219,FINANCE,Team2,Cost Effective,Analyst,11,5.333333333,Actuals
5220,FINANCE,Team2,Cost Effective,Analyst,11,36.19047619,Actuals
5221,FINANCE,Team2,High Cost,Analyst,11,4.838095238,Actuals
5222,FINANCE,Team2,Cost Effective,Analyst,11,2.857142857,Actuals
5223,FINANCE,Team2,High Cost,Analyst,11,2.666666667,Actuals
5231,Human Resources,Team1,Cost Effective,Analyst,11,0.19047619,Actuals
5232,Human Resources,Team1,High Cost,Analyst,11,0.19047619,Actuals
5233,Human Resources,Team1,Cost Effective,Analyst,11,3.428571429,Actuals
5234,Human Resources,Team1,High Cost,Analyst,11,1.523809524,Actuals
5235,Human Resources,Team2,Cost Effective,Analyst,11,113.352381,Actuals
5236,Human Resources,Team2,High Cost,Analyst,11,69.53733333,Actuals
5239,Legal,Team2,Cost Effective,Analyst,11,0.380952381,Actuals
5240,Legal,Team2,High Cost,Analyst,11,0.19047619,Actuals
5241,Legal,Team2,Cost Effective,Analyst,11,0.19047619,Actuals
5242,Legal,Team2,High Cost,Analyst,11,0.380952381,Actuals
5243,Legal,Team2,Cost Effective,Analyst,11,1.714285714,Actuals
5244,Legal,Team2,Cost Effective,Analyst,11,61.33580952,Actuals
5245,Legal,Team2,High Cost,Analyst,11,0.952380952,Actuals
5246,Legal,Team2,Cost Effective,Analyst,11,2.285714286,Actuals
5247,Legal,Team2,High Cost,Analyst,11,12.53333333,Actuals
5313,CIO,,High Cost,Associate,11,2.285714286,Actuals
5314,FINANCE,Team1,Cost Effective,Associate,11,19.61904762,Actuals
5315,FINANCE,Team1,High Cost,Associate,11,0.369142857,Actuals
5316,FINANCE,Team1,Cost Effective,Associate,11,3.047619048,Actuals
5317,FINANCE,Team2,Cost Effective,Associate,11,32.42857143,Actuals
5318,FINANCE,Team2,High Cost,Associate,11,1.447619048,Actuals
5319,FINANCE,Team2,Cost Effective,Associate,11,0.380952381,Actuals
5320,FINANCE,Team2,High Cost,Associate,11,0.19047619,Actuals
5324,Human Resources,Team2,Cost Effective,Associate,11,30.16666667,Actuals
5325,Human Resources,Team2,High Cost,Associate,11,10.29047619,Actuals
5328,Legal,Team2,Cost Effective,Associate,11,1.142857143,Actuals
5329,Legal,Team2,Cost Effective,Associate,11,9.523809524,Actuals
5330,Legal,Team2,High Cost,Associate,11,0.571428571,Actuals
5358,CIO,,High Cost,Senior Manager,11,3.39047619,Actuals
5360,FINANCE,Team1,Cost Effective,Senior Manager,11,0.571428571,Actuals
5361,FINANCE,Team1,High Cost,Senior Manager,11,0.761904762,Actuals
5362,FINANCE,Team1,Cost Effective,Senior Manager,11,1.142857143,Actuals
5363,FINANCE,Team1,High Cost,Senior Manager,11,2.095238095,Actuals
5364,FINANCE,Team1,High Cost,Senior Manager,11,0.571428571,Actuals
5365,FINANCE,Team2,Cost Effective,Senior Manager,11,0.571428571,Actuals
5366,FINANCE,Team2,High Cost,Senior Manager,11,2.285714286,Actuals
5367,FINANCE,Team2,Cost Effective,Senior Manager,11,0.380952381,Actuals
5368,FINANCE,Team2,High Cost,Senior Manager,11,1.257142857,Actuals
5369,FINANCE,Team2,High Cost,Senior Manager,11,3.238095238,Actuals
5380,Human Resources,Team1,Cost Effective,Senior Manager,11,0.380952381,Actuals
5381,Human Resources,Team1,High Cost,Senior Manager,11,5.876952381,Actuals
5382,Human Resources,Team1,Cost Effective,Senior Manager,11,0.380952381,Actuals
5383,Human Resources,Team1,High Cost,Senior Manager,11,4.742857143,Actuals
5384,Human Resources,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5385,Human Resources,Team2,Cost Effective,Senior Manager,11,3.404761905,Actuals
5386,Human Resources,Team2,High Cost,Senior Manager,11,4.952380952,Actuals
5387,Human Resources,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5389,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5390,Legal,Team2,Cost Effective,Senior Manager,11,0.19047619,Actuals
5391,Legal,Team2,High Cost,Senior Manager,11,1.333333333,Actuals
5392,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5393,Legal,Team2,High Cost,Senior Manager,11,0.380952381,Actuals
5394,Legal,Team2,Cost Effective,Senior Manager,11,0.19047619,Actuals
5395,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5396,Legal,Team2,High Cost,Senior Manager,11,0.761904762,Actuals
5397,Legal,Team2,High Cost,Senior Manager,11,0.761904762,Actuals
5398,Legal,Team2,High Cost,Senior Manager,11,0.342857143,Actuals
5399,Legal,Team2,Cost Effective,Senior Manager,11,0.380952381,Actuals
5400,Legal,Team2,High Cost,Senior Manager,11,4.19047619,Actuals
5419,CIO,,Cost Effective,Senior Manager,11,0.380952381,Actuals
5420,CIO,,High Cost,Senior Manager,11,23.57142857,Actuals
5424,FINANCE,Team1,Cost Effective,Senior Manager,11,5.142857143,Actuals
5425,FINANCE,Team1,High Cost,Senior Manager,11,12.45714286,Actuals
5426,FINANCE,Team1,Cost Effective,Senior Manager,11,5.142857143,Actuals
5427,FINANCE,Team1,High Cost,Senior Manager,11,10.59047619,Actuals
5428,FINANCE,Team1,Cost Effective,Senior Manager,11,0.952380952,Actuals
5429,FINANCE,Team1,High Cost,Senior Manager,11,3.80952381,Actuals
5430,FINANCE,Team2,Cost Effective,Senior Manager,11,2.666666667,Actuals
5431,FINANCE,Team2,High Cost,Senior Manager,11,13.31428571,Actuals
5432,FINANCE,Team2,Cost Effective,Senior Manager,11,4,Actuals
5433,FINANCE,Team2,High Cost,Senior Manager,11,6.266666667,Actuals
5434,FINANCE,Team2,Cost Effective,Senior Manager,11,1.523809524,Actuals
5435,FINANCE,Team2,High Cost,Senior Manager,11,12.03809524,Actuals
5446,Human Resources,Team1,Cost Effective,Senior Manager,11,1.142857143,Actuals
5447,Human Resources,Team1,High Cost,Senior Manager,11,13.24761905,Actuals
5448,Human Resources,Team1,Cost Effective,Senior Manager,11,2.857142857,Actuals
5449,Human Resources,Team1,High Cost,Senior Manager,11,21.23809524,Actuals
5450,Human Resources,Team2,Cost Effective,Senior Manager,11,0.19047619,Actuals
5451,Human Resources,Team2,High Cost,Senior Manager,11,0.361904762,Actuals
5452,Human Resources,Team2,Cost Effective,Senior Manager,11,16.04761905,Actuals
5453,Human Resources,Team2,High Cost,Senior Manager,11,25.32380952,Actuals
5454,Human Resources,Team2,High Cost,Senior Manager,11,0.571428571,Actuals
5457,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5458,Legal,Team2,Cost Effective,Senior Manager,11,3.428571429,Actuals
5459,Legal,Team2,High Cost,Senior Manager,11,12.01904762,Actuals
5460,Legal,Team2,Cost Effective,Senior Manager,11,0.19047619,Actuals
5461,Legal,Team2,High Cost,Senior Manager,11,2.666666667,Actuals
5462,Legal,Team2,High Cost,Senior Manager,11,0.723809524,Actuals
5463,Legal,Team2,Cost Effective,Senior Manager,11,2.476190476,Actuals
5464,Legal,Team2,High Cost,Senior Manager,11,0.19047619,Actuals
5465,Legal,Team2,High Cost,Senior Manager,11,1.333333333,Actuals
5466,Legal,Team2,Cost Effective,Senior Manager,11,0.19047619,Actuals
5467,Legal,Team2,High Cost,Senior Manager,11,1.142857143,Actuals
