,Level3Name,Level4Name,Classification,ReportLine3,ProductivityCategory,GrossCostClassification,FiscalMonthNumber,Source,Amount
3152,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,1,Actuals,28.97975309
3153,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,2,Actuals,319.2651852
3154,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,3,Actuals,215.9387654
3155,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,4,Actuals,123.5358025
3156,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,5,Actuals,84.20740741
3157,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,6,Actuals,94.6291358
3158,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,7,Actuals,24.34716049
3159,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,8,Actuals,65.28790123
3160,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,9,Actuals,182.5619753
3161,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,10,Actuals,162.4069136
3162,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,11,Actuals,162.4069136
3163,CIO,CIO,Cost Effective,Net (Loan)/Borrow Payroll,Ops,Non-Gross Cost,12,Actuals,162.4069136
3164,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,1,Actuals,23.56493827
3165,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,2,Actuals,6.105185185
3166,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,3,Actuals,1.071604938
3167,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,Actuals,15.80641975
3168,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,5,Actuals,7.57037037
3169,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,6,Actuals,46.60987654
3170,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,7,Actuals,121.4237037
3171,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,8,Actuals,56.84592593
3172,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,9,Actuals,28.79950617
3173,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,10,Actuals,27.27111111
3174,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,11,Actuals,27.27111111
3175,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,12,Actuals,27.27111111
3176,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,1,Actuals,13.82814815
3177,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,1,Forecast,261.7283951
3178,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,2,Actuals,1.027160494
3179,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,2,Forecast,138.2716049
3180,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,3,Actuals,10.0982716
3181,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,3,Forecast,162.962963
3182,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,4,Actuals,13.52839506
3183,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,4,Forecast,162.962963
3184,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,5,Actuals,15.05728395
3185,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,5,Forecast,162.962963
3186,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,6,Actuals,17.43753086
3187,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,6,Forecast,162.962963
3188,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,7,Actuals,58.03012346
3189,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,7,Forecast,162.962963
3190,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,8,Actuals,25.24098765
3191,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,8,Forecast,162.962963
3192,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,9,Actuals,36.85382716
3193,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,9,Forecast,162.962963
3194,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,10,Actuals,25.01728395
3195,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,10,Forecast,162.962963
3196,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,11,Actuals,25.01728395
3197,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,11,Forecast,185.9753086
3198,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,12,Actuals,25.01728395
3199,CIO,CIO,Cost Effective,Other Business Costs,MD&I,Gross Cost,12,Forecast,261.7283951
3200,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,1,Actuals,-47.21777778
3201,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,1,Forecast,251.8518519
3202,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,2,Actuals,4.203950617
3203,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,2,Forecast,251.8518519
3204,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,3,Forecast,251.8518519
3205,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,Actuals,-7.315555556
3206,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,Forecast,390.1234568
3207,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,5,Forecast,390.1234568
3208,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,6,Actuals,0.484938272
3209,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,6,Forecast,390.1234568
3210,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,7,Actuals,6.094814815
3211,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,7,Forecast,390.1234568
3212,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,8,Actuals,-90.71802469
3213,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,8,Forecast,390.1234568
3214,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,9,Actuals,37335.58765
3215,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,9,Forecast,390.1234568
3216,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,10,Actuals,12246.77383
3217,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,10,Forecast,390.1234568
3218,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,11,Actuals,12246.77383
3219,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,11,Forecast,390.1234568
3220,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,12,Actuals,12246.77383
3221,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,12,Forecast,390.1234568
3222,CIO,CIO,Cost Effective,Other Business Costs,Ops,Gross Cost,4,Actuals,0.088395062
3223,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,1,Actuals,2688.760494
3224,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,2,Actuals,3636.138272
3225,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,3100.759506
3226,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,4,Actuals,3238.658272
3227,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,5,Actuals,3298.418765
3228,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,6,Actuals,3244.50716
3229,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,7,Actuals,3204.548148
3230,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,8,Actuals,3297.558025
3231,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,9,Actuals,3222.075556
3232,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,10,Actuals,3248.940741
3233,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,11,Actuals,3248.940741
3234,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,12,Actuals,3248.940741
3235,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,1,Actuals,788.2632099
3236,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,1,Forecast,9.711111111
3237,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,2,Actuals,1054.246914
3238,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,2,Forecast,11.18765432
3239,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,3,Actuals,886.2064198
3240,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,3,Forecast,9.143209877
3241,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,4,Actuals,225.425679
3242,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,4,Forecast,7.780246914
3243,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,5,Actuals,209.748642
3244,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,5,Forecast,10.44938272
3245,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,6,Actuals,159.5125926
3246,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,6,Forecast,9.256790123
3247,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,7,Actuals,660.7046914
3248,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,7,Forecast,10.22222222
3249,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,8,Actuals,382.7990123
3250,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,8,Forecast,9.086419753
3251,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,9,Actuals,783.5417284
3252,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,9,Forecast,10.1654321
3253,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,10,Actuals,601.7703704
3254,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,10,Forecast,8.688888889
3255,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,11,Actuals,601.7703704
3256,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,11,Forecast,11.30123457
3257,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,12,Actuals,601.7703704
3258,CIO,CIO,Cost Effective,Other Services & Professional Fees,MD&I,Gross Cost,12,Forecast,9.02962963
3259,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,1,Actuals,0.028641975
3260,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,1,Forecast,2583.359877
3261,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,2,Actuals,0.024197531
3262,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,2,Forecast,2592.219136
3263,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,0.102716049
3264,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,3,Forecast,2579.952469
3265,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,4,Forecast,2571.774691
3266,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,5,Forecast,2587.789506
3267,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,6,Forecast,2580.633951
3268,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,7,Forecast,2586.426543
3269,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,8,Forecast,2579.611728
3270,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,9,Actuals,-0.040987654
3271,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,9,Forecast,2586.085802
3272,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,10,Forecast,2577.226543
3273,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,11,Forecast,2592.900617
3274,CIO,CIO,Cost Effective,Other Services & Professional Fees,Ops,Gross Cost,12,Forecast,2579.270988
3275,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,1,Actuals,480.1481481
3276,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,2,Actuals,48.83950617
3277,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,3,Actuals,16.59259259
3278,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,4,Actuals,-31.85185185
3279,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,5,Actuals,135.9012346
3280,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,7,Actuals,-281.4814815
3281,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,9,Actuals,-30.86419753
3282,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,10,Actuals,34.86419753
3283,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,11,Actuals,34.86419753
3284,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Non-Gross Cost,12,Actuals,34.86419753
3285,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,1,Actuals,-941.0864198
3286,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,2,Actuals,962.962963
3287,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,3,Actuals,716.0493827
3288,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,5,Actuals,641.9753086
3289,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,6,Actuals,222.2222222
3290,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,7,Actuals,921.8271605
3291,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,8,Actuals,716.0493827
3292,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,9,Actuals,-2044.976296
3293,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,10,Actuals,4254.85284
3294,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,11,Actuals,4254.85284
3295,CIO,CIO,Cost Effective,Other Transfer Costs,MD&I,Non-Gross Cost,12,Actuals,4254.85284
3296,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,1,Actuals,0.945185185
3297,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,2,Actuals,4.099753086
3298,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,3,Actuals,2.522469136
3299,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,4,Actuals,2.522469136
3300,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,5,Actuals,2.522469136
3301,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,6,Actuals,2.522469136
3302,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,7,Actuals,2.522469136
3303,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,8,Actuals,2.830617284
3304,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,9,Actuals,0.945185185
3305,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,10,Actuals,0.945185185
3306,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,11,Actuals,0.945185185
3307,CIO,CIO,Cost Effective,Other Transfer Costs,Ops,Gross Cost,12,Actuals,0.945185185
3308,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,1,Actuals,1121.818272
3309,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,2,Actuals,1093.506667
3310,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,3,Actuals,982.894321
3311,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,4,Actuals,405.2128395
3312,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,5,Actuals,1769.840988
3313,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,6,Actuals,1054.331358
3314,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,7,Actuals,849.7930864
3315,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,8,Actuals,902.4202469
3316,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,9,Actuals,855.3649383
3317,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,10,Actuals,796.5990123
3318,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,11,Actuals,796.5990123
3319,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Gross Cost,12,Actuals,796.5990123
3320,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,12492.56889
3321,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,17057.67012
3322,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,17935.8642
3323,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,23842.05284
3324,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,20824.80543
3325,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,11563.88691
3326,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,14525.39309
3327,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,13781.13975
3328,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,14259.30815
3329,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,14884.67556
3330,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,14884.67556
3331,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,14884.67556
3332,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,1,Actuals,264.8296296
3333,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,2,Actuals,134.1012346
3334,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,3,Actuals,96.31506173
3335,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,4,Actuals,55.81580247
3336,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,5,Actuals,156.8493827
3337,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,6,Actuals,69.37283951
3338,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,7,Actuals,193.1501235
3339,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,8,Actuals,208.5940741
3340,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,9,Actuals,203.7837037
3341,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,10,Actuals,123.9244444
3342,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,11,Actuals,123.9244444
3343,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Gross Cost,12,Actuals,123.9244444
3344,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,1,Actuals,2967.017284
3345,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,2,Actuals,3005.101235
3346,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,3,Actuals,2685.601481
3347,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,4,Actuals,1782.470123
3348,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,5,Actuals,4926.547654
3349,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,6,Actuals,3626.006914
3350,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,7,Actuals,4774.976296
3351,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,8,Actuals,-22014.74667
3352,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,9,Actuals,-3502.276049
3353,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,10,Actuals,7375.217778
3354,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,11,Actuals,7375.217778
3355,CIO,CIO,Cost Effective,Other Usage Charges,MD&I,Non-Gross Cost,12,Actuals,7375.217778
3356,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,-422.5333333
3357,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,-409.2883951
3358,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,-405.0019753
3359,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,-462.5723457
3360,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,-457.7185185
3361,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,-571.8088889
3362,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,-576.302716
3363,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,-173.1116049
3364,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,-175.7595062
3365,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,-346.1382716
3366,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,-346.1382716
3367,CIO,CIO,Cost Effective,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,-346.1382716
3368,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,1,Actuals,2.864197531
3369,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,2,Actuals,2.702222222
3370,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,3,Actuals,2.158024691
3371,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,4,Actuals,3.141728395
3372,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,5,Actuals,3.167901235
3373,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,6,Actuals,4.002469136
3374,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,7,Actuals,3.407407407
3375,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,8,Actuals,4.949135802
3376,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,9,Actuals,3.761481481
3377,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,10,Actuals,5.157037037
3378,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,11,Actuals,5.157037037
3379,CIO,CIO,Cost Effective,Required Price List Services,Ops,Non-Gross Cost,12,Actuals,5.157037037
3380,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,1,Actuals,12371.67901
3381,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,2,Actuals,11618.03654
3382,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,3,Actuals,9959.750617
3383,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,4,Actuals,10792.33827
3384,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,5,Actuals,10672.45185
3385,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,6,Actuals,10767.61185
3386,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,7,Actuals,13400.69926
3387,CIO,CIO,Cost Effective,Seat Charges,Ops,Non-Gross Cost,8,Actuals,13680.48494
